-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
wyc,52.08687210083008,97.51837921142578,2.3960740289279814,165.02256774902344,37.35958480834961,20.955854415893555,1.4367545822109262,18.99056053161621,9.058551788330078,22.050220489501953,2.7735371272348597,177.11680603027344,29.379531860351562,33.03046417236328,1.1618169512813095,86.76313781738281,30.110490798950195,31.112369537353516,1.7414148222739163,147.6581268310547,20.365108489990234,7.381368160247803,2.0545382727858708,86.1943359375,32.11347579956055,12.871332168579102,1.6492811590288825,37.49448776245117
wyc,47.27470779418945,115.17765808105469,4.48906489047286,168.4902801513672,42.00800323486328,20.01925277709961,1.434981257405244,19.704740524291992,3.674429416656494,18.695846557617188,2.4181380836396396,175.05426025390625,31.510822296142578,21.034719467163086,2.783410106788776,11.641925811767578,33.5718879699707,39.03887939453125,1.3313334661337826,79.37677764892578,22.744739532470703,8.417404174804688,1.5323159288271895,69.45616912841797,29.703495025634766,24.090633392333984,1.834973539299041,2.556455135345459
wyc,46.318359375,93.90821838378906,2.35034546111427,168.51882934570312,40.812049865722656,21.06438446044922,1.5616612794153228,9.973703384399414,0.7442529201507568,37.630470275878906,1.8310485351786883,107.14002227783203,41.33880615234375,6.046000957489014,1.1939586670449576,98.95133972167969,16.170700073242188,34.3612174987793,1.9808108764945218,97.3387222290039,40.95800018310547,5.6906256675720215,3.123646753497527,93.41207885742188,1.8060413599014282,7.193958759307861,1.518887363025398,135.0
wyc,69.77702331542969,220.02113342285156,7.706897620649914,170.81930541992188,47.45164489746094,19.08295440673828,1.3711218852550817,23.182357788085938,6.854358196258545,12.799161911010742,3.565396981154621,5.593736171722412,43.1838493347168,9.351896286010742,2.812797289894713,160.15016174316406,8.619390487670898,35.767250061035156,1.7824340593127226,95.29854583740234,48.25380325317383,7.000714302062988,1.3585091638367708,107.41521453857422,9.056869506835938,8.038183212280273,1.4632883297883676,93.07830047607422
wyc,50.75743103027344,102.64086151123047,3.695447055379591,167.7004852294922,43.10084533691406,21.148693084716797,2.7281870465447664,11.299839973449707,6.283449172973633,13.279372215270996,2.1852230563045385,178.121826171875,40.78669357299805,35.869972229003906,1.8851355081598085,77.94566345214844,8.429874420166016,21.228792190551758,2.4008624202447275,174.34141540527344,39.71327209472656,9.62732982635498,1.3865985698611165,91.28912353515625,10.319331169128418,15.643951416015625,1.4939793101509027,12.64388656616211
wyc,46.4242057800293,116.07141876220703,4.262505427557495,168.44650268554688,41.0269660949707,21.32796859741211,1.9430456246799237,9.377084732055664,2.6865766048431396,17.484472274780273,4.069298155663899,2.4132368564605713,36.441043853759766,17.131834030151367,1.9120479891570925,15.379922866821289,31.384231567382812,37.66371536254883,1.4658477550118338,42.85625076293945,26.902240753173828,8.433380126953125,1.5300390198983476,73.68330383300781,25.355602264404297,7.415805339813232,1.3311677498196774,49.673580169677734
wyc,53.50926971435547,115.02645111083984,3.5113482003273817,90.1872787475586,40.67095184326172,19.557695388793945,1.1447604326899552,37.772823333740234,5.4553961753845215,23.330608367919922,2.1213139531857426,174.83042907714844,36.27145767211914,16.999717712402344,2.6112501440926765,15.804776191711426,31.96814727783203,37.569541931152344,3.333211779349732,134.05441284179688,21.77608871459961,7.94271183013916,1.8612128801463934,77.8722152709961,32.913692474365234,6.794371604919434,1.352068704451341,60.17864990234375
wyc,65.99715423583984,173.04135131835938,6.200659030810631,168.1815643310547,40.675567626953125,18.861549377441406,1.450773694171991,18.11002540588379,7.693575859069824,15.954816818237305,2.1738405119746873,8.232539176940918,52.05396270751953,37.7514533996582,3.257271452257819,83.8571548461914,11.049909591674805,20.198638916015625,5.8061271567456645,164.5218048095703,38.95972442626953,5.844089984893799,1.7731675341401385,89.10449981689453,11.371478080749512,10.938321113586426,2.8112748551413915,94.96989440917969
wyc,49.71632766723633,95.70013427734375,2.5862386433860354,167.6344451904297,41.78398513793945,22.412654876708984,2.5426761002809433,9.081159591674805,5.219511032104492,19.378841400146484,3.7394523259436663,179.4561004638672,40.392822265625,8.58673095703125,2.1385961660650357,2.066253423690796,9.261101722717285,35.18083190917969,3.7234291188338275,88.04655456542969,174.24937438964844,-11.527496337890625,11.822202912203615,82.54200744628906,7.639794826507568,4.381867408752441,1.1544217608143674,101.16732788085938
wyc,52.086429595947266,103.65209197998047,3.212705276549126,168.55987548828125,43.806861877441406,11.364665031433105,1.065893361079484,99.58734893798828,5.859798431396484,14.301746368408203,2.492726689217699,8.614555358886719,42.91244888305664,19.557540893554688,2.9965165680426336,152.29647827148438,7.603915691375732,32.65202331542969,4.484471834499548,1.7852823734283447,36.94159698486328,15.821147918701172,2.2423714040763443,54.423057556152344,7.534971237182617,10.372421264648438,1.7994190248763218,175.78076171875
wyc,57.39582824707031,153.05255126953125,5.081531225955657,169.56614685058594,39.0,38.5,1e+99,0.0,8.088866233825684,16.668106079101562,2.3944592493138024,173.7547149658203,33.167320251464844,35.055118560791016,1.8329024983339526,173.72708129882812,28.011070251464844,37.84443283081055,2.45158826688506,119.92854309082031,26.21986961364746,12.494396209716797,1.7251870541666297,56.11943817138672,30.24057388305664,-7.6670989990234375,2.3280987821257355,5.2868852615356445
